text_features,amount,mcc,hour,category_id
АТБ,-894.32,5499,16,1
АТБ,-1957.77,5499,16,1
АТБ,-1827.48,5499,16,1
Арсен,-326.42,5499,15,1
Арсен,-969.18,5499,15,1
Арсен,-1025.66,5499,15,1
Арсен,-642.99,5499,15,1
Арсен,-1823.07,5499,15,1
АТБ,-1013.06,5499,15,1
АТБ,-1092.3,5499,15,1
АТБ,-308.52,5499,15,1
АТБ,-322.05,5499,15,1
АТБ,-1572.66,5499,15,1
Від: Оксана Котик | Переказ дочці,-1850.23,4829,11,8
Від: Оксана Котик | Переказ дочці,-1898.06,4829,11,8
Від: Оксана Котик | Переказ дочці,-236.35,4829,11,8
Від: Оксана Котик | Переказ дочці,-1437.92,4829,11,8
Від: Оксана Котик | Переказ дочці,-1115.3,4829,11,8
Kafe COFFEE LAB,-417.54,5814,12,2
Kafe COFFEE LAB,-1342.9,5814,12,2
Kafe COFFEE LAB,-1868.14,5814,12,2
Kafe COFFEE LAB,-928.53,5814,12,2
Kafe COFFEE LAB,-896.41,5814,12,2
АТБ,-434.19,5499,14,1
АТБ,-338.19,5499,14,1
АТБ,-1770.41,5499,14,1
АТБ,-939.86,5499,14,1
АТБ,-1923.3,5499,14,1
Lviv Croissants,-1742.72,5814,11,2
Lviv Croissants,-670.61,5814,11,2
Lviv Croissants,-1984.9,5814,11,2
Lviv Croissants,-302.08,5814,11,2
Lviv Croissants,-1912.09,5814,11,2
АТБ,-1423.52,5499,20,1
АТБ,-1208.43,5499,20,1
АТБ,-501.51,5499,20,1
АТБ,-1545.94,5499,20,1
АТБ,-1277.47,5499,20,1
Приват карта,-671.89,4829,17,8
Приват карта,-903.97,4829,17,8
Приват карта,-1353.44,4829,17,8
Приват карта,-975.8,4829,17,8
Приват карта,-1742.67,4829,17,8
Від: Оксана Котик | Переказ дочці,-370.49,4829,17,8
Від: Оксана Котик | Переказ дочці,-965.68,4829,17,8
Від: Оксана Котик | Переказ дочці,-1053.9,4829,17,8
Від: Оксана Котик | Переказ дочці,-549.61,4829,17,8
Від: Оксана Котик | Переказ дочці,-1995.81,4829,17,8
536354****6732,-717.51,4829,17,8
536354****6732,-1691.02,4829,17,8
536354****6732,-983.2,4829,17,8
536354****6732,-565.65,4829,17,8
536354****6732,-1645.78,4829,17,8
City24,-281.28,4829,14,8
City24,-1945.03,4829,14,8
City24,-1777.99,4829,14,8
City24,-1612.81,4829,14,8
City24,-746.39,4829,14,8
АТБ,-727.34,5411,16,1
АТБ,-1380.34,5411,16,1
АТБ,-306.35,5411,16,1
АТБ,-1741.25,5411,16,1
АТБ,-1720.25,5411,16,1
Рукавичка,-1957.56,5411,16,1
Рукавичка,-1363.26,5411,16,1
Рукавичка,-382.4,5411,16,1
Рукавичка,-851.03,5411,16,1
Рукавичка,-1106.37,5411,16,1
АВРОРА,-535.29,5331,15,6
АВРОРА,-1382.96,5331,15,6
АВРОРА,-1966.0,5331,15,6
АВРОРА,-1269.74,5331,15,6
АВРОРА,-805.81,5331,15,6
Термінал EasyPay,-545.52,4829,15,8
Термінал EasyPay,-187.43,4829,15,8
Термінал EasyPay,-271.09,4829,15,8
Термінал EasyPay,-161.76,4829,15,8
Термінал EasyPay,-1530.27,4829,15,8
Близенько,-486.15,5499,15,1
Близенько,-232.15,5499,15,1
Близенько,-1215.87,5499,15,1
Близенько,-1107.52,5499,15,1
Близенько,-527.38,5499,15,1
Близенько,-1506.14,5499,17,1
Близенько,-1802.65,5499,17,1
Близенько,-1188.54,5499,17,1
Близенько,-1759.1,5499,17,1
Близенько,-1112.63,5499,17,1
Vatsak,-1513.51,5441,17,15
Vatsak,-21.09,5441,17,15
Vatsak,-996.82,5441,17,15
Vatsak,-975.06,5441,17,15
Vatsak,-1297.47,5441,17,15
Рукавичка,-1798.95,5411,20,1
Рукавичка,-195.38,5411,20,1
Рукавичка,-134.68,5411,20,1
Рукавичка,-817.02,5411,20,1
Рукавичка,-1986.28,5411,20,1
LVIVAVTODOR (AUTH),-1185.76,4111,13,10
LVIVAVTODOR (AUTH),-81.59,4111,13,10
LVIVAVTODOR (AUTH),-1510.47,4111,13,10
LVIVAVTODOR (AUTH),-745.06,4111,13,10
LVIVAVTODOR (AUTH),-450.43,4111,13,10
Приват карта,-663.05,4829,19,8
Приват карта,-70.65,4829,19,8
Приват карта,-855.81,4829,19,8
Приват карта,-1603.31,4829,19,8
Приват карта,-1506.22,4829,19,8
Термінал City24,-663.78,4829,14,8
Термінал City24,-483.1,4829,14,8
Термінал City24,-901.73,4829,14,8
Термінал City24,-1511.17,4829,14,8
Термінал City24,-1287.2,4829,14,8
АТБ,-1053.3,5411,17,1
АТБ,-630.69,5411,17,1
АТБ,-542.84,5411,17,1
АТБ,-975.44,5411,17,1
АТБ,-1716.65,5411,17,1
Kafe COFFEE LAB,-1717.1,5814,13,2
Kafe COFFEE LAB,-1432.18,5814,13,2
Kafe COFFEE LAB,-1285.99,5814,13,2
Kafe COFFEE LAB,-632.7,5814,13,2
Kafe COFFEE LAB,-661.02,5814,13,2
Приват карта,-170.92,4829,12,8
Приват карта,-862.27,4829,12,8
Приват карта,-487.6,4829,12,8
Приват карта,-31.64,4829,12,8
Приват карта,-744.2,4829,12,8
Tsentr Druku 5k,-1005.43,5943,14,5
Tsentr Druku 5k,-1973.32,5943,14,5
Tsentr Druku 5k,-549.83,5943,14,5
Tsentr Druku 5k,-439.65,5943,14,5
Tsentr Druku 5k,-621.89,5943,14,5
Lviv Croissants,-1558.73,5814,14,2
Lviv Croissants,-623.2,5814,14,2
Lviv Croissants,-340.27,5814,14,2
Lviv Croissants,-206.25,5814,14,2
Lviv Croissants,-1020.77,5814,14,2
Близенько,-1500.42,5499,19,1
Близенько,-921.96,5499,19,1
Близенько,-1281.41,5499,19,1
Близенько,-1450.94,5499,19,1
Близенько,-1205.37,5499,19,1
Lviv Croissants,-59.82,5814,15,2
Lviv Croissants,-983.97,5814,15,2
Lviv Croissants,-1041.6,5814,15,2
Lviv Croissants,-1460.13,5814,15,2
Lviv Croissants,-1546.09,5814,15,2
EasyPay,-338.21,4131,14,8
EasyPay,-892.04,4131,14,8
EasyPay,-628.83,4131,14,8
EasyPay,-1569.49,4131,14,8
EasyPay,-1439.91,4131,14,8
Portmone,-936.86,7399,19,8
Portmone,-423.54,7399,19,8
Portmone,-582.36,7399,19,8
Portmone,-888.37,7399,19,8
Portmone,-478.23,7399,19,8
Термінал City24,-45.92,4829,18,8
Термінал City24,-1587.9,4829,18,8
Термінал City24,-610.97,4829,18,8
Термінал City24,-1719.97,4829,18,8
Термінал City24,-1040.44,4829,18,8
EVA,-746.64,5977,15,13
EVA,-1304.23,5977,15,13
EVA,-1013.09,5977,15,13
EVA,-95.26,5977,15,13
EVA,-1150.61,5977,15,13
Від: Оксана Котик | Переказ дочці,-91.31,4829,20,8
Від: Оксана Котик | Переказ дочці,-171.7,4829,20,8
Від: Оксана Котик | Переказ дочці,-1691.28,4829,20,8
Від: Оксана Котик | Переказ дочці,-1323.72,4829,20,8
Від: Оксана Котик | Переказ дочці,-1710.33,4829,20,8
Арсен,-1617.91,5499,19,1
Арсен,-1077.3,5499,19,1
Арсен,-816.21,5499,19,1
Арсен,-1126.83,5499,19,1
Арсен,-306.73,5499,19,1
Аврора,-93.84,5331,19,6
Аврора,-682.74,5331,19,6
Аврора,-223.75,5331,19,6
Аврора,-497.51,5331,19,6
Аврора,-1264.43,5331,19,6
Термінал City24,-973.51,4829,19,8
Термінал City24,-968.75,4829,19,8
Термінал City24,-1199.96,4829,19,8
Термінал City24,-1840.27,4829,19,8
Термінал City24,-1831.96,4829,19,8
Аврора,-1257.07,5331,16,6
Аврора,-1764.4,5331,16,6
Аврора,-1997.16,5331,16,6
Аврора,-936.99,5331,16,6
Аврора,-1540.61,5331,16,6
Термінал EasyPay,-59.15,4829,16,8
Термінал EasyPay,-227.76,4829,16,8
Термінал EasyPay,-1825.74,4829,16,8
Термінал EasyPay,-255.35,4829,16,8
Термінал EasyPay,-1012.46,4829,16,8
LIQPAY*MINIMAL Pavlyuk,-145.46,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1287.7,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1895.87,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-337.42,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-164.3,5944,0,0
P24 *Oliinyk Olena,-1130.76,6012,23,9
P24 *Oliinyk Olena,-921.23,6012,23,9
P24 *Oliinyk Olena,-1473.09,6012,23,9
P24 *Oliinyk Olena,-1223.9,6012,23,9
P24 *Oliinyk Olena,-1583.96,6012,23,9
THRASH,-679.68,5411,16,1
THRASH,-108.35,5411,16,1
THRASH,-1583.42,5411,16,1
THRASH,-879.32,5411,16,1
THRASH,-509.55,5411,16,1
Канцтовари книги,-57.54,5942,15,0
Канцтовари книги,-598.29,5942,15,0
Канцтовари книги,-1264.39,5942,15,0
Канцтовари книги,-185.15,5942,15,0
Канцтовари книги,-910.19,5942,15,0
Від: Оксана Котик,-881.53,4829,13,8
Від: Оксана Котик,-865.16,4829,13,8
Від: Оксана Котик,-1535.54,4829,13,8
Від: Оксана Котик,-1559.31,4829,13,8
Від: Оксана Котик,-408.07,4829,13,8
MasterZoo,-1213.24,5995,17,12
MasterZoo,-260.19,5995,17,12
MasterZoo,-1236.43,5995,17,12
MasterZoo,-177.74,5995,17,12
MasterZoo,-695.57,5995,17,12
Ашан,-168.86,5411,16,1
Ашан,-1420.25,5411,16,1
Ашан,-1665.33,5411,16,1
Ашан,-349.31,5411,16,1
Ашан,-715.57,5411,16,1
Від: Оксана Котик,-1433.53,4829,17,8
Від: Оксана Котик,-819.92,4829,17,8
Від: Оксана Котик,-1133.16,4829,17,8
Від: Оксана Котик,-1076.24,4829,17,8
Від: Оксана Котик,-1007.96,4829,17,8
АТБ,-1275.01,5411,15,1
АТБ,-1006.19,5411,15,1
АТБ,-1314.62,5411,15,1
АТБ,-1860.87,5411,15,1
АТБ,-1071.21,5411,15,1
Kanctovari,-292.12,5943,15,5
Kanctovari,-1310.68,5943,15,5
Kanctovari,-1512.61,5943,15,5
Kanctovari,-574.25,5943,15,5
Kanctovari,-317.33,5943,15,5
Аврора,-249.45,5331,13,6
Аврора,-88.71,5331,13,6
Аврора,-1910.32,5331,13,6
Аврора,-1189.11,5331,13,6
Аврора,-743.25,5331,13,6
THRASH,-1793.48,5411,13,1
THRASH,-469.98,5411,13,1
THRASH,-1863.66,5411,13,1
THRASH,-227.79,5411,13,1
THRASH,-1976.37,5411,13,1
EasyPay,-1015.52,4131,10,8
EasyPay,-647.48,4131,10,8
EasyPay,-1327.66,4131,10,8
EasyPay,-1251.58,4131,10,8
EasyPay,-635.82,4131,10,8
Portmone,-1501.68,7399,13,8
Portmone,-358.23,7399,13,8
Portmone,-1045.52,7399,13,8
Portmone,-1567.15,7399,13,8
Portmone,-439.85,7399,13,8
Термінал City24,-130.61,4829,16,8
Термінал City24,-809.69,4829,16,8
Термінал City24,-466.84,4829,16,8
Термінал City24,-703.73,4829,16,8
Термінал City24,-1765.73,4829,16,8
MasterZoo,-424.9,5995,16,12
MasterZoo,-1446.85,5995,16,12
MasterZoo,-1736.96,5995,16,12
MasterZoo,-1095.98,5995,16,12
MasterZoo,-1122.03,5995,16,12
Белліzoo,-671.41,5995,15,12
Белліzoo,-1551.17,5995,15,12
Белліzoo,-1122.16,5995,15,12
Белліzoo,-1298.09,5995,15,12
Белліzoo,-1200.39,5995,15,12
Термінал City24,-917.25,4829,15,8
Термінал City24,-1299.8,4829,15,8
Термінал City24,-208.5,4829,15,8
Термінал City24,-1659.8,4829,15,8
Термінал City24,-707.4,4829,15,8
Термінал EasyPay,-1482.08,4829,14,8
Термінал EasyPay,-691.35,4829,14,8
Термінал EasyPay,-1669.96,4829,14,8
Термінал EasyPay,-1538.07,4829,14,8
Термінал EasyPay,-110.13,4829,14,8
Сільпо,-138.62,5411,17,1
Сільпо,-1474.34,5411,17,1
Сільпо,-1559.15,5411,17,1
Сільпо,-771.18,5411,17,1
Сільпо,-1234.6,5411,17,1
Lviv Croissants,-966.27,5814,13,2
Lviv Croissants,-262.16,5814,13,2
Lviv Croissants,-1307.56,5814,13,2
Lviv Croissants,-1448.54,5814,13,2
Lviv Croissants,-1440.64,5814,13,2
Термінал City24,-1521.78,4829,12,8
Термінал City24,-146.56,4829,12,8
Термінал City24,-258.66,4829,12,8
Термінал City24,-507.47,4829,12,8
Термінал City24,-1233.12,4829,12,8
EasyPay,-767.46,4131,12,8
EasyPay,-1209.48,4131,12,8
EasyPay,-1810.76,4131,12,8
EasyPay,-634.38,4131,12,8
EasyPay,-1325.28,4131,12,8
Рукавичка,-747.16,5411,15,1
Рукавичка,-1572.71,5411,15,1
Рукавичка,-622.56,5411,15,1
Рукавичка,-677.78,5411,15,1
Рукавичка,-636.29,5411,15,1
Арсен,-1924.0,5499,12,1
Арсен,-1914.74,5499,12,1
Арсен,-1862.85,5499,12,1
Арсен,-1140.03,5499,12,1
Арсен,-1366.99,5499,12,1
Олег Г.,-662.51,4829,11,8
Олег Г.,-83.01,4829,11,8
Олег Г.,-309.48,4829,11,8
Олег Г.,-1314.28,4829,11,8
Олег Г.,-1646.88,4829,11,8
SimeynaPekarnya,-1947.25,5462,16,2
SimeynaPekarnya,-180.67,5462,16,2
SimeynaPekarnya,-1758.61,5462,16,2
SimeynaPekarnya,-1698.19,5462,16,2
SimeynaPekarnya,-1572.45,5462,16,2
Арсен,-355.66,5499,16,1
Арсен,-1464.05,5499,16,1
Арсен,-1446.93,5499,16,1
Арсен,-1389.82,5499,16,1
Арсен,-739.4,5499,16,1
YouTube,-368.62,5815,14,0
YouTube,-774.19,5815,14,0
YouTube,-520.53,5815,14,0
YouTube,-1462.26,5815,14,0
YouTube,-1551.57,5815,14,0
Від: Оксана Котик,-1472.76,4829,16,8
Від: Оксана Котик,-439.2,4829,16,8
Від: Оксана Котик,-1449.59,4829,16,8
Від: Оксана Котик,-1621.75,4829,16,8
Від: Оксана Котик,-1464.9,4829,16,8
Арсен,-1425.24,5499,18,1
Арсен,-1663.21,5499,18,1
Арсен,-1155.73,5499,18,1
Арсен,-726.5,5499,18,1
Арсен,-1180.21,5499,18,1
ETAKE,-1099.81,5200,18,16
ETAKE,-678.27,5200,18,16
ETAKE,-826.88,5200,18,16
ETAKE,-638.61,5200,18,16
ETAKE,-1477.41,5200,18,16
Рукавичка,-844.44,5411,18,1
Рукавичка,-695.3,5411,18,1
Рукавичка,-1529.29,5411,18,1
Рукавичка,-1590.33,5411,18,1
Рукавичка,-684.16,5411,18,1
Magazyn Monako,-413.2,5943,18,5
Magazyn Monako,-321.17,5943,18,5
Magazyn Monako,-1610.75,5943,18,5
Magazyn Monako,-1634.72,5943,18,5
Magazyn Monako,-1290.93,5943,18,5
Близенько,-1941.31,5499,13,1
Близенько,-551.34,5499,13,1
Близенько,-1831.11,5499,13,1
Близенько,-198.92,5499,13,1
Близенько,-1532.99,5499,13,1
Арсен,-682.8,5499,13,1
Арсен,-386.45,5499,13,1
Арсен,-239.57,5499,13,1
Арсен,-785.19,5499,13,1
Арсен,-166.67,5499,13,1
Від: Оксана Котик,-423.23,4829,14,8
Від: Оксана Котик,-345.26,4829,14,8
Від: Оксана Котик,-1296.36,4829,14,8
Від: Оксана Котик,-852.78,4829,14,8
Від: Оксана Котик,-1853.11,4829,14,8
TIGER TEA,-1745.33,5399,15,16
TIGER TEA,-1075.17,5399,15,16
TIGER TEA,-1981.02,5399,15,16
TIGER TEA,-1433.35,5399,15,16
TIGER TEA,-1100.49,5399,15,16
Сім-23,-1329.55,5499,16,1
Сім-23,-143.69,5499,16,1
Сім-23,-186.19,5499,16,1
Сім-23,-1875.95,5499,16,1
Сім-23,-462.59,5499,16,1
Сільпо,-223.45,5411,18,1
Сільпо,-151.15,5411,18,1
Сільпо,-1670.49,5411,18,1
Сільпо,-1035.44,5411,18,1
Сільпо,-863.69,5411,18,1
Близенько,-1104.46,5499,20,1
Близенько,-1208.22,5499,20,1
Близенько,-1664.63,5499,20,1
Близенько,-1337.87,5499,20,1
Близенько,-1507.14,5499,20,1
Аврора,-1391.9,5331,20,6
Аврора,-1377.9,5331,20,6
Аврора,-898.18,5331,20,6
Аврора,-415.8,5331,20,6
Аврора,-1727.01,5331,20,6
Софія С.,-512.2,4829,19,8
Софія С.,-936.29,4829,19,8
Софія С.,-785.63,4829,19,8
Софія С.,-632.45,4829,19,8
Софія С.,-1493.53,4829,19,8
Від: Оксана Котик | Переказ дочці,-1138.6,4829,16,8
Від: Оксана Котик | Переказ дочці,-1437.62,4829,16,8
Від: Оксана Котик | Переказ дочці,-1871.89,4829,16,8
Від: Оксана Котик | Переказ дочці,-1506.27,4829,16,8
Від: Оксана Котик | Переказ дочці,-1579.15,4829,16,8
URBAN COFFEE-4,-505.64,5814,15,2
URBAN COFFEE-4,-1822.13,5814,15,2
URBAN COFFEE-4,-415.42,5814,15,2
URBAN COFFEE-4,-1637.65,5814,15,2
URBAN COFFEE-4,-276.66,5814,15,2
Portmone,-917.09,5999,14,0
Portmone,-1024.0,5999,14,0
Portmone,-493.41,5999,14,0
Portmone,-431.85,5999,14,0
Portmone,-768.37,5999,14,0
Pekarnia,-245.11,5462,14,2
Pekarnia,-741.36,5462,14,2
Pekarnia,-269.47,5462,14,2
Pekarnia,-638.03,5462,14,2
Pekarnia,-894.63,5462,14,2
Аврора,-1100.77,5331,14,6
Аврора,-164.04,5331,14,6
Аврора,-676.79,5331,14,6
Аврора,-732.98,5331,14,6
Аврора,-505.11,5331,14,6
Lviv Croissants,-1923.21,5814,12,2
Lviv Croissants,-1344.48,5814,12,2
Lviv Croissants,-570.28,5814,12,2
Lviv Croissants,-1313.64,5814,12,2
Lviv Croissants,-980.36,5814,12,2
EasyPay,-250.9,4131,11,8
EasyPay,-233.38,4131,11,8
EasyPay,-975.48,4131,11,8
EasyPay,-1178.38,4131,11,8
EasyPay,-771.85,4131,11,8
MYaSNAIMPERIYaDOVZhENKA,-679.7,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-1299.94,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-1941.39,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-1806.82,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-596.08,5499,15,1
Аврора,-219.88,5331,17,6
Аврора,-1331.71,5331,17,6
Аврора,-1002.02,5331,17,6
Аврора,-964.44,5331,17,6
Аврора,-1163.69,5331,17,6
IQ Pizza,-929.56,5812,15,2
IQ Pizza,-668.29,5812,15,2
IQ Pizza,-491.22,5812,15,2
IQ Pizza,-813.5,5812,15,2
IQ Pizza,-1694.95,5812,15,2
MYaSNAIMPERIYaDOVZhENKA,-1573.05,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-491.88,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-1406.01,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-1254.95,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-971.09,5499,14,1
Сімейна Пекарня,-1066.45,5462,19,2
Сімейна Пекарня,-1677.18,5462,19,2
Сімейна Пекарня,-1093.55,5462,19,2
Сімейна Пекарня,-991.01,5462,19,2
Сімейна Пекарня,-1514.92,5462,19,2
URBAN COFFEE-4,-433.2,5814,13,2
URBAN COFFEE-4,-328.07,5814,13,2
URBAN COFFEE-4,-1904.43,5814,13,2
URBAN COFFEE-4,-631.33,5814,13,2
URBAN COFFEE-4,-1940.47,5814,13,2
Portmone,-848.04,7399,14,8
Portmone,-221.09,7399,14,8
Portmone,-1407.8,7399,14,8
Portmone,-1756.51,7399,14,8
Portmone,-1664.33,7399,14,8
Vse vid 2 grn,-162.82,5399,16,16
Vse vid 2 grn,-384.94,5399,16,16
Vse vid 2 grn,-1343.05,5399,16,16
Vse vid 2 grn,-1495.11,5399,16,16
Vse vid 2 grn,-1217.68,5399,16,16
YouTube,-434.08,7399,14,8
YouTube,-993.74,7399,14,8
YouTube,-1682.17,7399,14,8
YouTube,-1619.67,7399,14,8
YouTube,-1414.91,7399,14,8
Аврора,-488.08,5331,15,6
Аврора,-1157.93,5331,15,6
Аврора,-646.59,5331,15,6
Аврора,-1187.66,5331,15,6
Аврора,-176.18,5331,15,6
Vse vid 2 grn,-1073.84,5399,15,16
Vse vid 2 grn,-1188.13,5399,15,16
Vse vid 2 grn,-1633.71,5399,15,16
Vse vid 2 grn,-1450.26,5399,15,16
Vse vid 2 grn,-392.3,5399,15,16
SimeynaPekarnya,-266.42,5462,17,2
SimeynaPekarnya,-298.15,5462,17,2
SimeynaPekarnya,-747.68,5462,17,2
SimeynaPekarnya,-1110.89,5462,17,2
SimeynaPekarnya,-944.42,5462,17,2
TIGER TEA,-109.65,5399,11,16
TIGER TEA,-1622.11,5399,11,16
TIGER TEA,-1294.4,5399,11,16
TIGER TEA,-46.98,5399,11,16
TIGER TEA,-243.64,5399,11,16
Kanctovari,-1757.49,5943,11,5
Kanctovari,-370.0,5943,11,5
Kanctovari,-407.83,5943,11,5
Kanctovari,-142.34,5943,11,5
Kanctovari,-1939.25,5943,11,5
Термінал City24,-501.49,4829,10,8
Термінал City24,-296.03,4829,10,8
Термінал City24,-1941.35,4829,10,8
Термінал City24,-413.84,4829,10,8
Термінал City24,-1566.82,4829,10,8
Рукавичка,-1271.54,5411,17,1
Рукавичка,-1142.6,5411,17,1
Рукавичка,-1468.68,5411,17,1
Рукавичка,-1071.67,5411,17,1
Рукавичка,-631.14,5411,17,1
Аврора,-1228.49,5399,17,16
Аврора,-834.45,5399,17,16
Аврора,-241.42,5399,17,16
Аврора,-1627.1,5399,17,16
Аврора,-1495.4,5399,17,16
Vse vid 2 grn,-184.03,5399,13,16
Vse vid 2 grn,-912.98,5399,13,16
Vse vid 2 grn,-1941.09,5399,13,16
Vse vid 2 grn,-1205.08,5399,13,16
Vse vid 2 grn,-1021.08,5399,13,16
Термінал City24,-1616.67,4829,13,8
Термінал City24,-1320.32,4829,13,8
Термінал City24,-705.23,4829,13,8
Термінал City24,-361.87,4829,13,8
Термінал City24,-1624.82,4829,13,8
Portmone,-38.85,7399,12,8
Portmone,-114.54,7399,12,8
Portmone,-273.23,7399,12,8
Portmone,-359.02,7399,12,8
Portmone,-1078.94,7399,12,8
EasyPay,-1894.67,4131,15,8
EasyPay,-445.38,4131,15,8
EasyPay,-1333.88,4131,15,8
EasyPay,-1543.58,4131,15,8
EasyPay,-1140.52,4131,15,8
Portmone,-547.01,5999,15,0
Portmone,-1638.5,5999,15,0
Portmone,-125.13,5999,15,0
Portmone,-1160.55,5999,15,0
Portmone,-1876.86,5999,15,0
Magazyn Monako,-192.03,5943,14,5
Magazyn Monako,-1625.68,5943,14,5
Magazyn Monako,-1897.28,5943,14,5
Magazyn Monako,-1558.57,5943,14,5
Magazyn Monako,-132.5,5943,14,5
Арсен,-913.8,5499,14,1
Арсен,-1746.68,5499,14,1
Арсен,-1949.23,5499,14,1
Арсен,-299.79,5499,14,1
Арсен,-1614.01,5499,14,1
АТБ,-761.69,5411,13,1
АТБ,-162.22,5411,13,1
АТБ,-1002.0,5411,13,1
АТБ,-365.32,5411,13,1
АТБ,-1474.34,5411,13,1
"Київстар
+380981099379,-30.0,4814,10,11",-313.37,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1185.25,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1193.32,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1334.03,0,0,0
